fuente_id,clasificacion,fecha_envio,estado_informe,envio_id,caracteristicas_informe
ID-4392,Principal,2023-12-15T12:23:28.353000,Rechazado,8620,No cumple
ID-4392,Principal,2024-04-22T17:25:56.147000,Con observaciones,10965,No cumple
ID-4393,Principal,2023-12-18T13:28:44.133000,Validado,8624,No cumple
ID-4393,Principal,2023-12-18T13:28:44.133000,Validado,8624,Cumple
ID-8816,Principal,2024-05-02T14:04:02.453000,Validado,12032,Cumple
ID-6073,Principal,2022-08-20T14:27:40.567000,Validado,2889,Cumple
ID-6072,Principal,2022-08-31T21:30:20.870000,Validado,3159,Cumple
ID-69,Principal,2022-09-01T17:49:19.507000,Rechazado,1994,No cumple
ID-69,Principal,2022-09-01T17:49:19.507000,Rechazado,1994,No cumple
ID-68,Principal,2022-09-01T17:57:21.067000,Rechazado,1993,No cumple
ID-68,Principal,2022-09-01T17:57:21.067000,Rechazado,1993,No cumple
ID-9029,Principal,2022-08-31T15:49:21.280000,Validado,2945,Cumple
ID-11402,Principal,2022-11-29T17:34:12.030000,Validado,3988,Cumple
ID-2604,Principal,2024-02-21T13:35:47.870000,Con observaciones,10862,No cumple
ID-2604,Principal,2024-02-20T13:08:58.820000,Rechazado,5431,No cumple
ID-2604,Principal,2024-02-20T13:08:58.820000,Rechazado,5431,No cumple
ID-2604,Secundario,2024-02-20T16:08:47.223000,Validado,10850,Cumple
ID-2604,Secundario,2024-02-20T16:17:23.513000,Validado,10851,Cumple
ID-2603,Principal,2024-02-20T16:03:24.070000,Con observaciones,10849,No cumple
ID-2603,Principal,2024-02-21T11:57:55.303000,Con observaciones,10861,No cumple
ID-2603,Principal,2024-02-20T12:31:53.040000,Rechazado,5416,No cumple
ID-2603,Principal,2024-02-20T12:31:53.040000,Rechazado,5416,No cumple
ID-19165,Principal,2024-01-18T16:07:59.460000,Validado,10297,Cumple
ID-19166,Principal,2024-01-18T16:08:11.467000,Validado,10298,Cumple
ID-8820,Principal,2023-08-28T16:31:31.057000,Con observaciones,8202,No cumple
ID-3727,Principal,2022-09-01T09:27:15.717000,Rechazado,2581,No cumple
ID-3727,Principal,2022-09-01T09:27:15.717000,Rechazado,2581,No cumple
ID-2532,Principal,2023-08-10T17:16:05.977000,Con observaciones,8039,No cumple
ID-13552,Principal,2024-04-11T19:02:20.163000,Validado,11541,Cumple
ID-13552,Principal,2023-06-13T19:47:40.613000,Validado,7362,Cumple
ID-13552,Principal,2023-06-13T18:55:17.430000,Validado,3586,No cumple
ID-13552,Principal,2023-06-13T18:55:17.430000,Validado,3586,Cumple
ID-4231,Principal,2023-08-17T08:46:11.963000,Validado,8077,Cumple
ID-4231,Principal,2023-08-16T17:56:25.747000,Validado,8072,Cumple
ID-4231,Principal,2023-07-06T11:00:06.540000,Rechazado,7537,No cumple
ID-4231,Principal,2023-07-06T11:00:06.540000,Rechazado,7537,No cumple
ID-4231,Principal,2022-09-08T11:29:43.840000,Con observaciones,3256,No cumple
ID-4232,Principal,2022-09-08T11:59:12.810000,Con observaciones,3257,No cumple
ID-4232,Principal,2023-07-06T13:46:29.570000,Rechazado,7553,No cumple
ID-4232,Principal,2023-07-06T13:46:29.570000,Rechazado,7553,No cumple
ID-4232,Principal,2023-08-16T18:12:50.070000,Validado,8073,Cumple
ID-4232,Principal,2023-08-17T09:00:39.357000,Validado,8078,Cumple
ID-4230,Principal,2022-09-09T16:55:10.613000,Con observaciones,3268,No cumple
ID-4230,Principal,2023-09-05T16:39:20.517000,Con observaciones,8313,No cumple
ID-4230,Principal,2023-09-05T16:39:28.860000,Con observaciones,8314,No cumple
ID-4230,Principal,2023-09-20T11:08:50.673000,Validado,8448,Cumple
ID-4230,Principal,2023-08-16T18:33:46.683000,Validado,8074,Cumple
ID-5212,Principal,2022-08-31T21:51:10.267000,Validado,3161,Cumple
ID-5212,Principal,2023-05-30T15:29:38.743000,Validado,5401,No cumple
ID-5212,Principal,2023-05-30T15:29:38.743000,Validado,5401,Cumple
ID-5212,Principal,2023-09-03T18:02:10.687000,Validado,8288,Cumple
ID-5213,Principal,2023-05-30T15:28:52.697000,Validado,5374,No cumple
ID-5213,Principal,2023-05-30T15:28:52.697000,Validado,5374,Cumple
ID-5213,Principal,2023-09-03T17:51:32.417000,Validado,8287,Cumple
ID-2988,Principal,2023-05-29T14:03:16.717000,Validado,7085,Cumple
ID-2988,Principal,2023-05-29T16:28:55.550000,Rechazado,28,No cumple
ID-2988,Principal,2023-05-29T16:28:55.550000,Rechazado,28,No cumple
ID-7297,Principal,2024-05-08T12:25:28.293000,Validado,11170,No cumple
ID-7297,Principal,2024-05-08T12:25:28.293000,Validado,11170,Cumple
ID-7298,Principal,2024-05-08T12:28:31.843000,Validado parcialmente,11166,No cumple
ID-7298,Principal,2024-05-08T12:28:31.843000,Validado parcialmente,11166,No cumple
ID-8193,Principal,2023-07-27T11:27:58.613000,Validado,7809,Cumple
ID-8193,Principal,2023-07-27T13:58:51.070000,Validado,2694,Cumple
ID-8193,Principal,2024-02-28T11:30:49.943000,Validado,10910,Cumple
ID-4861,Principal,2023-07-24T14:09:23.240000,Validado,5774,No cumple
ID-4861,Principal,2023-07-24T14:09:23.240000,Validado,5774,Cumple
ID-4859,Principal,2023-07-24T14:01:00.953000,Validado,5773,No cumple
ID-4859,Principal,2023-07-24T14:01:00.953000,Validado,5773,Cumple
ID-4851,Principal,2023-07-24T14:14:14.567000,Validado,5775,No cumple
ID-4851,Principal,2023-07-24T14:14:14.567000,Validado,5775,Cumple
ID-4852,Principal,2023-07-24T14:11:12.430000,Validado,5772,No cumple
ID-4852,Principal,2023-07-24T14:11:12.430000,Validado,5772,Cumple
ID-4424,Principal,2023-11-21T09:58:07.243000,Validado parcialmente,9010,No cumple
ID-4424,Principal,2023-11-21T09:58:07.243000,Validado parcialmente,9010,No cumple
ID-4424,Principal,2023-11-17T18:24:53.303000,Rechazado,8509,No cumple
ID-4424,Principal,2023-11-17T18:24:53.303000,Rechazado,8509,No cumple
ID-4424,Principal,2023-11-28T09:23:27.093000,Validado,9011,No cumple
ID-4424,Principal,2023-11-28T09:23:27.093000,Validado,9011,Cumple
ID-4424,Principal,2024-01-04T13:02:00.207000,Validado,9803,No cumple
ID-4424,Principal,2024-01-04T13:02:00.207000,Validado,9803,Cumple
ID-2436,Principal,2022-12-22T17:04:20.707000,Validado,4402,Cumple
ID-2436,Principal,2023-09-21T10:58:35.960000,Validado,8467,Cumple
ID-2435,Principal,2023-09-21T11:17:17.517000,Validado,8468,Cumple
ID-3701,Principal,2024-01-25T16:55:59.293000,Validado,10398,Cumple
ID-3698,Principal,2024-01-25T16:56:18.750000,Con observaciones,10399,No cumple
ID-3699,Principal,2024-01-25T16:55:24.017000,Con observaciones,10396,No cumple
ID-3596,Secundario,2024-02-28T16:49:43.477000,Rechazado,10755,No cumple
ID-3596,Secundario,2024-02-28T16:49:43.477000,Rechazado,10755,No cumple
ID-3597,Secundario,2024-02-16T12:50:42.103000,Con observaciones,10791,No cumple
ID-3598,Secundario,2024-03-04T17:16:41.553000,Rechazado,10767,No cumple
ID-3598,Secundario,2024-03-04T17:16:41.553000,Rechazado,10767,No cumple
ID-3595,Principal,2024-05-08T14:10:35.470000,Rechazado,10788,No cumple
ID-3595,Principal,2024-05-08T14:10:35.470000,Rechazado,10788,No cumple
ID-7484,Principal,2023-09-14T11:00:14.740000,Validado,8376,Cumple
ID-7483,Principal,2023-09-14T11:06:13.693000,Validado,8386,Cumple
ID-1074,Principal,2024-02-02T10:51:13.887000,Validado,10629,Cumple
ID-1074,Principal,2024-02-12T08:52:29.503000,Validado,10623,No cumple
ID-1074,Principal,2024-02-12T08:52:29.503000,Validado,10623,Cumple
ID-1074,Secundario,2024-02-12T08:55:27.507000,Validado,10624,Cumple
ID-1074,Secundario,2024-02-12T08:55:27.507000,Validado,10624,Cumple
ID-1074,Secundario,2024-02-12T08:57:39.537000,Validado,10630,No cumple
ID-1074,Secundario,2024-02-12T08:57:39.537000,Validado,10630,Cumple
ID-1072,Principal,2024-02-12T09:27:01.773000,Validado parcialmente,10625,No cumple
ID-1072,Principal,2024-02-12T09:27:01.773000,Validado parcialmente,10625,No cumple
ID-1072,Secundario,2024-02-12T09:28:45.987000,Validado parcialmente,10627,No cumple
ID-1072,Secundario,2024-02-12T09:28:45.987000,Validado parcialmente,10627,No cumple
ID-1073,Principal,2024-03-08T15:55:51.763000,Validado parcialmente,10874,No cumple
ID-1073,Principal,2024-03-08T15:55:51.763000,Validado parcialmente,10874,No cumple
ID-1073,Secundario,2024-03-08T15:59:34.737000,Validado parcialmente,10878,No cumple
ID-1073,Secundario,2024-03-08T15:59:34.737000,Validado parcialmente,10878,No cumple
ID-8988,Principal,2023-12-15T13:22:03.300000,Rechazado,8546,No cumple
ID-8988,Principal,2023-12-15T13:22:03.300000,Rechazado,8546,No cumple
ID-8988,Secundario,2023-10-26T17:25:11.597000,Validado,8569,Cumple
ID-8988,Secundario,2023-11-22T12:33:42.497000,Validado,8576,No cumple
ID-8988,Secundario,2023-11-22T12:33:42.497000,Validado,8576,Cumple
ID-8989,Secundario,2023-10-26T17:33:27.033000,Validado,8571,Cumple
ID-8989,Secundario,2023-10-26T18:20:33.730000,Validado,8577,Cumple
ID-8989,Principal,2023-12-15T13:16:24.617000,Rechazado,8554,No cumple
ID-8989,Principal,2023-12-15T13:16:24.617000,Rechazado,8554,No cumple
ID-8990,Principal,2023-12-15T13:13:50.460000,Rechazado,8471,No cumple
ID-8990,Principal,2023-12-15T13:13:50.460000,Rechazado,8471,No cumple
ID-1713,Principal,2023-03-15T17:01:33.980000,Con observaciones,5879,No cumple
ID-10561,Principal,2023-10-20T14:02:38.910000,Con observaciones,8748,No cumple
ID-10561,Principal,2023-10-20T14:02:50.140000,Con observaciones,8749,No cumple
ID-6114,Principal,2023-01-12T18:29:47.097000,Validado,4738,No cumple
ID-6114,Principal,2023-01-12T18:29:47.097000,Validado,4738,Cumple
ID-2663,Principal,2023-01-27T17:21:38.317000,Con observaciones,5194,No cumple
ID-2662,Principal,2023-01-27T17:53:12.610000,Con observaciones,5195,No cumple
ID-4355,Principal,2022-10-21T17:08:12.567000,Validado,3598,Cumple
ID-4356,Principal,2023-05-30T15:54:10.033000,Validado,3599,No cumple
ID-4356,Principal,2023-05-30T15:54:10.033000,Validado,3599,Cumple
ID-4125,Principal,2022-06-10T11:23:08.687000,Recepcionado,2170,N/D
ID-13534,Principal,2023-12-07T19:06:09.343000,Con observaciones,9256,No cumple
ID-13534,Principal,2023-12-07T19:11:09.353000,Con observaciones,9257,No cumple
ID-13533,Principal,2023-12-07T17:23:20.713000,Con observaciones,7470,No cumple
ID-13533,Principal,2023-12-07T17:42:52.867000,Con observaciones,8765,No cumple
ID-13535,Principal,2023-12-07T18:18:44.460000,Con observaciones,9254,No cumple
ID-13535,Principal,2023-12-07T18:59:49.330000,Con observaciones,9255,No cumple
ID-391,Principal,2022-03-15T14:54:13.397000,Recepcionado,22,N/D
ID-391,Principal,2022-08-05T18:25:29.937000,Validado,2702,Cumple
ID-391,Principal,2023-10-12T13:21:51.783000,Validado,8688,Cumple
ID-391,Principal,2023-10-17T15:57:38.313000,Validado,8690,Cumple
ID-390,Principal,2022-03-15T13:15:17.153000,Recepcionado,15,N/D
ID-2940,Principal,2023-06-15T14:46:07.500000,Validado,7414,Cumple
ID-2940,Principal,2023-06-14T09:41:33.243000,Rechazado,7080,No cumple
ID-2940,Principal,2023-06-14T09:41:33.243000,Rechazado,7080,No cumple
ID-2942,Principal,2023-06-13T15:20:45.953000,Validado,7205,No cumple
ID-2942,Principal,2023-06-13T15:20:45.953000,Validado,7205,Cumple
ID-2942,Principal,2023-10-11T12:51:05.663000,Validado,8667,Cumple
ID-2942,Principal,2023-05-29T11:19:25.440000,Rechazado,3821,No cumple
ID-2942,Principal,2023-05-29T11:19:25.440000,Rechazado,3821,No cumple
ID-2266,Principal,2022-08-11T18:27:08.993000,Recepcionado,2081,N/D
ID-2266,Principal,2022-10-26T10:36:06.310000,Validado,3295,Cumple
ID-2266,Principal,2024-01-17T14:34:37.473000,Validado,9461,No cumple
ID-2266,Principal,2024-01-17T14:34:37.473000,Validado,9461,Cumple
ID-1138,Principal,2022-08-11T12:16:27.637000,Recepcionado,2078,N/D
ID-1138,Principal,2022-10-21T15:41:32.917000,Validado,3287,Cumple
ID-1138,Principal,2024-02-23T10:38:24.093000,Validado,10754,No cumple
ID-1138,Principal,2024-02-23T10:38:24.093000,Validado,10754,Cumple
ID-1136,Principal,2024-02-23T10:44:55.737000,Validado,10764,Cumple
ID-1136,Principal,2022-10-19T12:09:52.720000,Validado,3288,Cumple
ID-1136,Secundario,2022-08-11T12:19:03.303000,Recepcionado,2114,N/D
ID-1135,Principal,2024-01-04T13:02:07.817000,Validado,9479,Cumple
ID-1135,Principal,2024-01-04T13:02:07.817000,Validado,9479,Cumple
ID-1135,Principal,2022-10-19T12:29:30.070000,Validado,3289,Cumple
ID-1135,Secundario,2022-08-11T12:21:43.167000,Recepcionado,2116,N/D
